visit_id,member_id,branch,check_in_time,check_out_time
69ed6bc4,1778c684,Nabeul,2023-12-30 13:36:00,2023-12-30 15:15:00
bb7370a9,9f04a463,Sfax Center,2023-09-18 09:52:00,2023-09-18 10:53:00
442e4d88,2f933a01,Tunis Lake,2025-12-09 10:04:00,2025-12-09 11:00:00
8a5fbe0c,a36ff18e,Tunis Lake,2024-06-24 16:26:00,2024-06-24 17:08:00
96397f26,e944bbbc,Nabeul,2023-09-26 17:08:00,2023-09-26 17:48:00
0dedc042,120bfac6,Sfax Center,2024-08-23 09:51:00,2024-08-23 10:43:00
f1350d00,dbed45f5,Sousse Corniche,2022-06-29 13:08:00,2022-06-29 15:08:00
454d4198,eb517e91,Bizerte Port,2024-11-26 06:37:00,2024-11-26 08:17:00
bf4fb194,e944bbbc,Tunis Lake,2024-01-28 12:37:00,2024-01-28 13:47:30
e4aeb0ee,fce7bb81,Nabeul Plage,2023-12-19 15:50:00,2023-12-19 16:52:00
e4e88dad,ec519242,Nabeul,2024-07-30 16:25:00,2024-07-30 17:41:30
d88ba381,f3e9fe9a,Sousse,2022-10-28 21:01:00,2022-10-28 22:08:00
edae14c6,dd0e6a6b,tunis lake,2025-03-22 13:18:00,2025-03-22 14:45:00
79877237,9711803e,Tunis Lake,2023-01-18 17:25:00,2023-01-18 18:48:00
ca3e5550,01c59f95,Sousse Corniche,2024-04-06 09:17:00,2024-04-06 11:13:00
3402eba9,634a7b7d,tunis lake,2022-06-09 19:11:00,2022-06-09 18:01:00
919a8513,0eee54c5,Bizerte Port,2023-02-14 06:58:00,2023-02-14 07:49:00
9017d81d,7478ca0a,tunis lake,2024-08-29 15:51:00,2024-08-29 16:51:00
6657001f,d06f1e5e,Nabeul Plage,2024-05-05 19:12:00,2024-05-05 20:32:00
2d51aa0b,ce8f8365,Nabeul Plage,2023-12-23 10:54:00,2023-12-23 12:13:00
323a9749,d9414a19,tunis lake,2025-02-02 19:08:00,2025-02-02 19:58:00
ebe23511,711fabf9,Tunis Lake,2025-05-18 10:18:00,2025-05-18 12:18:00
57a75c25,0cf1dd15,tunis lake,2025-02-08 19:47:00,2025-02-08 21:37:00
c85f2d53,5b48b1ff,Sfax Center,2022-12-24 08:08:00,2022-12-24 09:10:00
1ff711de,fe205945,Sfax_Center,2024-01-31 08:18:00,2024-01-31 09:59:00
3a8240a6,7f9aced9,Sfax_Center,2022-11-25 13:23:00,2022-11-25 15:16:00
90240dbb,704c9b43,tunis lake,2025-02-19 06:26:00,2025-02-19 07:39:00
6a6ef8db,e24f64a8,Sousse Corniche,2023-11-30 15:24:00,2023-11-30 16:28:00
5376d054,691a259d,tunis lake,2025-04-21 18:10:00,2025-04-21 19:21:00
de589ff1,dc620dd5,Sfax_Center,2023-05-09 12:08:00,2023-05-09 12:39:00
11799d35,55c0dc73,Sousse,2023-05-05 20:08:00,2023-05-05 21:47:00
825089d3,91e5ab15,Nabeul Plage,2025-01-23 14:19:00,2025-01-23 15:35:00
698f60bb,6d600353,Tunis Lake,2022-07-31 14:32:00,2022-07-31 16:16:00
f9f2373e,96850646,Sfax Center,2023-09-12 10:43:00,2023-09-12 12:03:00
84ecd547,5e6edc93,Nabeul,2023-08-10 11:45:00,2023-08-10 13:41:00
0f2a94c5,a399a0cb,Nabeul Plage,2023-10-07 08:21:00,2023-10-07 09:33:30
cb0f576f,5e3b86f8,Sousse,2024-05-14 08:26:00,2024-05-14 08:57:00
f62042a0,b41dfeab,Sfax Center,2025-02-28 14:39:00,2025-02-28 16:27:00
3fa69feb,46705947,Bizerte Port,2024-06-07 20:39:00,2024-06-07 21:50:30
7609db34,adf9ad52,tunis lake,2024-03-12 18:53:00,2024-03-12 20:15:00
abc5f3ae,9a6c346b,tunis lake,2023-09-07 07:58:00,2023-09-07 09:27:00
fd89a26e,d9414a19,Nabeul Plage,2025-03-18 20:37:00,2025-03-18 21:49:30
fd072834,a543784b,Nabeul,2022-09-15 19:30:00,2022-09-15 20:01:00
5b90d059,355b094c,Nabeul Plage,2023-02-28 11:18:00,2023-02-28 11:51:00
fceabd4b,22aef91c,Tunis Lake,2022-11-28 09:22:00,2022-11-28 10:03:00
ce3eec1e,70858586,Sousse,2022-12-30 07:51:00,2022-12-30 09:34:00
46e9188b,6ba7206a,Sousse,2025-04-03 19:28:00,2025-04-03 20:43:00
e448a5e9,8819dde9,tunis lake,2025-08-25 10:49:00,2025-08-25 12:36:00
a1081b37,fd0fe64e,Bizerte Port,2023-10-06 09:38:00,2023-10-06 10:44:00
ce3d107a,cf31f7c9,Tunis Lake,2022-09-19 11:02:00,2022-09-19 13:01:00
2204c072,6fac0260,Sousse Corniche,2024-01-04 12:02:00,2024-01-04 13:18:00
8512e9db,efc594de,Nabeul Plage,2024-03-17 07:32:00,2024-03-17 08:15:00
c8da9a4a,2cf40a22,Sfax_Center,2024-08-20 16:00:00,2024-08-20 17:18:00
41587306,42b2fc72,tunis lake,2024-03-25 10:31:00,2024-03-25 11:52:00
1822fb72,e0c6ad52,Sousse,2025-07-19 16:17:00,2025-07-19 18:09:00
f15befeb,daf3d9c8,Sfax_Center,2025-03-20 19:37:00,2025-03-20 20:51:30
34b6a3f3,8915fba1,Sousse,2025-03-26 13:25:00,2025-03-26 14:07:00
1060daad,e24f64a8,Nabeul,2023-09-24 12:12:00,2023-09-24 13:55:00
347cb714,26e8e627,Sfax_Center,2024-09-26 06:39:00,2024-09-26 08:31:00
daeacf35,69cddbe9,Nabeul Plage,2024-10-21 09:32:00,2024-10-21 11:05:00
1896a696,afb60948,Sfax Center,2025-04-16 07:52:00,2025-04-16 09:47:00
c29bd4fb,6279fdc8,Nabeul,2023-07-28 18:03:00,2023-07-28 18:52:00
f2d38714,1778c684,Bizerte Port,2024-06-02 06:26:00,2024-06-02 07:32:00
7005ad68,752a396e,tunis lake,2023-07-25 13:19:00,2023-07-25 15:14:00
165ec2e6,acfc030a,Sousse,2024-11-14 18:38:00,2024-11-14 20:06:00
386d427e,8d57ada3,Nabeul,2024-04-13 10:14:00,2024-04-13 12:06:00
8ceb6fbe,a36ff18e,Sousse Corniche,2023-07-26 20:44:00,2023-07-26 22:09:00
c7776b20,a19aff35,Sfax_Center,2023-05-02 08:05:00,2023-05-02 09:19:30
7a340cf7,9f8bfe91,Sfax Center,2022-06-23 14:17:00,2022-06-23 15:58:00
bfc5d509,e90358fb,Sfax Center,2022-12-06 18:03:00,2022-12-06 19:39:00
b0f62135,4fa63f6c,Sfax Center,2024-09-08 09:26:00,2024-09-08 11:15:00
3418f3d2,fe205945,Sousse Corniche,2024-08-04 16:43:00,2024-08-04 18:31:00
b1c32615,28d6a0f5,Sfax_Center,2025-02-18 11:41:00,2025-02-18 13:00:00
6f6c3488,355b094c,Nabeul,2023-05-02 06:25:00,2023-05-02 07:01:00
16daa197,ea5c6477,Bizerte Port,2024-03-11 20:27:00,2024-03-11 21:20:00
5504aaea,28d6a0f5,Nabeul Plage,2025-04-15 18:55:00,2025-04-15 18:03:00
57577e88,b243ae67,Sousse Corniche,2023-06-04 14:55:00,2023-06-04 15:38:00
3047bda5,1dbbad37,Nabeul,2024-04-03 10:47:00,2024-04-03 12:35:00
96d8674b,2d4d2330,Tunis Lake,2023-04-11 20:14:00,2023-04-11 21:23:00
5efcc7f1,ec5d11c1,Nabeul,2024-12-30 17:19:00,2024-12-30 17:54:00
04b29df7,a568d404,Nabeul Plage,2025-04-07 21:14:00,2025-04-07 22:21:00
1a00c3e1,26191ead,Nabeul Plage,2025-03-31 13:04:00,2025-03-31 13:54:00
aca065e2,2afdc276,Bizerte Port,2025-08-13 06:57:00,2025-08-13 07:52:00
3005f5a5,d4c8a83b,Bizerte Port,2025-05-20 20:50:00,2025-05-20 22:31:00
c0d235c4,73719fc4,Sfax_Center,2024-04-20 07:18:00,2024-04-20 08:58:00
eba320e1,a568d404,tunis lake,2024-10-31 06:05:00,2024-10-31 06:36:00
0e93e712,4f623c79,Sousse Corniche,2024-09-23 06:52:00,2024-09-23 08:43:00
9759837d,446f0938,Bizerte Port,2024-02-29 10:52:00,2024-02-29 11:44:00
e8e406b8,04746c03,Sousse,2024-06-05 17:00:00,2024-06-05 18:29:00
5b93c304,b010cdd9,Tunis Lake,2023-06-10 17:52:00,2023-06-10 18:56:00
0d260f7c,0be6bb68,Sousse Corniche,2025-01-24 20:57:00,2025-01-24 22:35:00
40dcad78,fd0fe64e,Sfax Center,2023-10-21 12:27:00,2023-10-21 13:30:00
0fe7b29c,5062500d,Sfax Center,2023-07-04 11:40:00,2023-07-04 12:55:00
090443d0,105adfd0,tunis lake,2023-06-12 17:54:00,2023-06-12 19:11:00
47847493,f2c9908b,tunis lake,2023-07-03 14:21:00,2023-07-03 15:50:00
184d5a1a,8df4bc3b,Nabeul,2023-03-31 13:11:00,2023-03-31 13:56:00
6c16fd45,0fcebbdd,Nabeul Plage,2024-12-20 18:10:00,2024-12-20 19:11:00
dfae9108,8b89a062,tunis lake,2024-10-30 12:36:00,2024-10-30 14:32:00
1a8a3de1,b010cdd9,Nabeul,2023-06-14 08:24:00,2023-06-14 08:54:00
f6f674b1,772476d0,Sousse Corniche,2024-06-12 09:40:00,2024-06-12 11:35:00
fb3068f1,26191ead,Tunis Lake,2025-03-13 18:56:00,2025-03-13 20:06:30
bcd640d7,cd63ce71,Sousse,2025-09-14 14:03:00,2025-09-14 15:13:00
c57c56d5,464fa587,Nabeul,2024-11-05 20:22:00,2024-11-05 21:26:00
850a189e,662d0c7d,Sousse Corniche,2023-03-19 11:47:00,2023-03-19 12:58:00
a1082a10,0655286b,Bizerte Port,2023-06-14 18:17:00,2023-06-14 19:39:00
767410f6,01c59f95,Bizerte Port,2025-01-29 06:16:00,2025-01-29 05:30:00
96996ac7,f2c9908b,Sfax Center,2023-10-23 07:16:00,2023-10-23 09:07:00
5c13a73d,9152f1b3,Nabeul,2023-08-07 19:29:00,2023-08-07 20:45:30
c97aeb2f,eb0c878a,Sousse,2023-05-08 21:33:00,2023-05-08 22:48:00
08da15a9,51171447,Sfax_Center,2023-10-07 16:46:00,2023-10-07 18:01:00
060cbcc7,e90358fb,Sfax Center,2022-08-31 06:03:00,2022-08-31 06:45:00
41e95637,88f7c8f5,Tunis Lake,2023-03-12 19:22:00,2023-03-12 21:02:00
96447f06,714ff072,Nabeul,2024-12-15 20:19:00,2024-12-15 21:43:00
63ae7ec1,0eee54c5,Sousse,2022-02-26 18:41:00,2022-02-26 20:11:00
46f04c8b,ffe39cef,Sfax_Center,2022-11-01 16:52:00,2022-11-01 17:37:00
c32cc98f,e25e435d,Sousse Corniche,2024-01-11 13:43:00,2024-01-11 15:17:00
dfb175fb,28d6a0f5,Nabeul Plage,2025-04-08 09:24:00,2025-04-08 10:59:00
6a68358c,f45aca7c,Bizerte Port,2023-05-14 17:01:00,2023-05-14 18:03:00
1c042945,e535cb9c,Sfax Center,2022-10-20 21:34:00,2022-10-20 22:45:00
b383504b,1bfc7254,Nabeul Plage,2023-05-23 19:56:00,2023-05-23 21:23:00
13d77f7e,a399a0cb,Sousse Corniche,2024-04-26 13:38:00,2024-04-26 14:46:00
3a35e7d4,b6d34f13,Sousse,2025-01-28 16:07:00,2025-01-28 17:00:00
cf297c94,caab413f,Sousse,2023-05-12 16:10:00,2023-05-12 18:08:00
067034c0,eda4bda1,Nabeul Plage,2024-12-09 16:33:00,2024-12-09 18:12:00
abc5c859,acf39aa7,Sfax Center,2025-04-19 12:36:00,2025-04-19 13:56:00
db362f99,321012b1,Nabeul Plage,2024-02-15 15:43:00,2024-02-15 16:24:00
16766e4a,acf39aa7,Sousse Corniche,2025-02-04 08:52:00,2025-02-04 10:08:00
03d22133,15464931,Nabeul Plage,2025-05-08 09:39:00,2025-05-08 11:22:00
261d0f46,8b89a062,Tunis Lake,2024-10-22 10:33:00,2024-10-22 11:51:00
ba9cdfdb,dc476d84,Sfax_Center,2024-05-08 07:01:00,2024-05-08 07:45:00
7fbea545,bedc15ea,tunis lake,2023-01-03 18:43:00,2023-01-03 20:35:00
eb83e3e8,20d78631,Sousse Corniche,2023-05-06 12:27:00,2023-05-06 13:36:00
b276d8db,1d9e79bb,Bizerte Port,2024-02-18 15:07:00,2024-02-18 16:38:00
4f65c4c0,6387a29d,Sousse,2025-08-24 16:58:00,2025-08-24 18:29:00
bc0c42df,83cbc914,Sousse,2023-02-17 18:46:00,2023-02-17 20:29:00
f7887730,8a7de32c,Sfax_Center,2023-12-10 16:37:00,2023-12-10 17:30:00
2b0df598,f0dbcb64,Tunis Lake,2023-08-24 19:39:00,2023-08-24 20:49:30
e687603e,b45e4a23,Tunis Lake,2024-01-16 21:08:00,2024-01-16 22:15:00
40ea56d3,86412ddf,Nabeul Plage,2024-06-30 13:08:00,2024-06-30 14:39:00
e2b67050,485d4368,Sfax_Center,2023-01-07 10:52:00,2023-01-07 11:47:00
440a20c5,cd31b9e6,tunis lake,2022-12-27 15:58:00,2022-12-27 16:39:00
5d22e8f0,fee79538,Bizerte Port,2022-12-22 16:59:00,2022-12-22 17:29:00
8af232c8,99109715,Sfax_Center,2023-06-01 15:36:00,2023-06-01 16:23:00
ab7e3459,0ac63ef2,Sousse,2023-02-01 12:03:00,2023-02-01 12:46:00
805e400d,00d41ba1,Sousse Corniche,2023-10-17 07:17:00,2023-10-17 08:31:00
6d891a65,b4b7bf5b,Tunis Lake,2023-06-01 20:54:00,2023-06-01 22:45:00
3947f91f,fd0fe64e,Nabeul,2023-08-20 17:33:00,2023-08-20 18:31:00
8a9e08c6,8819dde9,Sfax Center,2025-06-04 15:37:00,2025-06-04 16:26:00
2b0c0fa8,861d8179,Nabeul Plage,2024-11-19 11:35:00,2024-11-19 13:31:00
3574894a,72f8e54b,Nabeul,2022-09-17 21:18:00,2022-09-17 22:36:00
9e758f25,5d2b5164,Sousse,2023-01-25 12:18:00,2023-01-25 14:12:00
27df880f,23c9dcc9,Sousse Corniche,2023-07-20 18:31:00,2023-07-20 19:44:00
b0057e29,191f7b78,Nabeul Plage,2024-05-16 10:34:00,2024-05-16 11:37:00
8d4a0ee8,06672864,Sousse Corniche,2024-07-12 18:09:00,2024-07-12 19:19:00
69185fa0,3ba26e32,Nabeul,2022-09-11 18:36:00,2022-09-11 20:02:00
4b347758,bf486123,tunis lake,2023-03-20 12:43:00,2023-03-20 13:58:00
0d57b3d1,481663da,Sfax Center,2024-06-20 13:02:00,2024-06-20 14:59:00
9e4decc5,d068098c,Sousse Corniche,2025-01-03 13:41:00,2025-01-03 11:45:00
ab7a83ff,4991f6d7,Sfax_Center,2024-09-25 10:12:00,2024-09-25 11:14:00
bc2c4043,97a9f51f,Tunis Lake,2023-11-11 07:59:00,2023-11-11 08:59:00
cb6713f7,7f7c36b2,tunis lake,2024-08-08 08:42:00,2024-08-08 09:19:00
a3fa927a,eb0c878a,Tunis Lake,2022-09-02 14:49:00,2022-09-02 16:23:00
ec099e77,b41dfeab,Sousse,2025-01-26 08:43:00,2025-01-26 09:15:00
bb29776f,a4ed006b,Nabeul,2022-12-23 09:36:00,2022-12-23 10:58:00
d68ff224,f68597db,Sousse,2022-12-31 19:36:00,2022-12-31 20:39:00
a9f7f22e,f3e9fe9a,Sousse Corniche,2022-12-02 07:03:00,2022-12-02 08:39:00
f9f55086,01c59f95,Tunis Lake,2024-07-14 06:07:00,2024-07-14 08:07:00
d866d73e,b357874e,Nabeul Plage,2024-02-14 07:12:00,2024-02-14 09:10:00
51527c8c,23c9dcc9,Bizerte Port,2024-04-30 19:47:00,2024-04-30 20:49:00
ffc5c53d,66a8f232,Sfax Center,2023-01-19 07:20:00,2023-01-19 09:05:00
1cbdf435,04c06311,Sfax_Center,2024-03-28 09:34:00,2024-03-28 11:06:00
0841948e,c8934a8f,Nabeul Plage,2022-12-20 09:50:00,2022-12-20 11:20:00
df1df6e4,fe773c65,Nabeul Plage,2024-02-29 15:25:00,2024-02-29 17:09:00
3220d8cd,f35b9216,tunis lake,2024-06-05 17:26:00,2024-06-05 18:18:00
68343860,eb0c878a,tunis lake,2022-09-23 08:26:00,2022-09-23 10:01:00
8d19cf4a,1fd35ab1,Sfax_Center,2022-05-30 09:17:00,2022-05-30 10:23:00
603d701f,7f20c678,Sfax_Center,2023-05-27 14:37:00,2023-05-27 16:28:00
128edbea,b41dfeab,Bizerte Port,2025-09-17 18:26:00,2025-09-17 19:46:00
83238d7f,ab3e6c9f,tunis lake,2024-10-12 13:39:00,2024-10-12 15:30:00
00c9d564,3d7b60d5,Sfax_Center,2025-02-05 06:02:00,2025-02-05 06:38:00
28336cbe,6d3617c4,tunis lake,2023-09-30 06:56:00,2023-09-30 07:58:00
4944ede8,34f2fbaa,Sousse Corniche,2023-04-30 14:24:00,2023-04-30 15:01:00
48743420,8d57ada3,Sousse Corniche,2024-09-03 10:09:00,2024-09-03 10:55:00
5d1a14a5,c16b70d3,Sfax Center,2024-11-11 18:24:00,2024-11-11 19:00:00
a2580338,ea5c6477,Nabeul,2024-02-23 11:10:00,2024-02-23 12:26:30
ee7140dd,03d42852,Sfax_Center,2024-03-15 19:57:00,2024-03-15 21:11:30
1d79cda8,83cbc914,Nabeul,2022-09-16 10:07:00,2022-09-16 11:13:00
47d1bc6d,464fa587,Sfax_Center,2024-11-25 13:23:00,2024-11-25 14:14:00
54b2df1e,d06f1e5e,Tunis Lake,2023-07-13 20:08:00,2023-07-13 21:31:00
f0d1a989,1172c760,Sousse Corniche,2025-03-25 11:58:00,2025-03-25 12:57:00
b9fe2ded,4f91c2cf,tunis lake,2025-02-08 11:16:00,2025-02-08 12:33:00
ff47635b,f2e38ecd,Sousse Corniche,2025-01-21 10:12:00,2025-01-21 11:32:00
cc071de5,ded1198f,Sousse Corniche,2024-11-28 21:04:00,2024-11-28 21:51:00
94dbe344,590d77eb,Sfax_Center,2023-12-06 20:06:00,2023-12-06 21:30:00
e40c79e1,451c4d39,Sousse,2023-01-28 09:08:00,2023-01-28 09:47:00
4336f5df,7b058813,Sousse Corniche,2023-06-21 11:36:00,2023-06-21 12:47:00
b49b4383,364a1211,Nabeul Plage,2025-07-16 20:16:00,2025-07-16 22:10:00
8c431a1a,78801906,Tunis Lake,2022-10-09 20:12:00,2022-10-09 21:24:00
1bda657e,a2948e8d,Sousse,2023-10-05 17:49:00,2023-10-05 18:35:00
6abb0193,41cc86a4,Nabeul Plage,2025-07-07 15:45:00,2025-07-07 17:29:00
69cd2eb5,f2c9908b,Nabeul Plage,2023-09-30 08:24:00,2023-09-30 09:10:00
cbf0e101,3eb548c0,tunis lake,2022-06-22 13:27:00,2022-06-22 14:57:00
9d8029fe,20428098,Sfax Center,2023-01-26 18:54:00,2023-01-26 20:30:00
646977e3,b45e4a23,Sfax_Center,2023-10-26 15:16:00,2023-10-26 16:30:30
582a4d1a,0243bc28,Sousse,2025-09-24 21:57:00,2025-09-24 22:50:00
ae1cf23f,e763653e,Nabeul,2022-11-10 18:50:00,2022-11-10 20:37:00
733d89b2,90cfd131,Bizerte Port,2025-02-20 15:25:00,2025-02-20 17:03:00
45b3c1d6,c9d3da61,Sousse,2022-03-26 13:57:00,2022-03-26 15:06:00
6f0bda26,a36ff18e,Tunis Lake,2023-12-22 20:44:00,2023-12-22 22:30:00
93c9c926,fd0fe64e,Nabeul Plage,2023-08-16 16:21:00,2023-08-16 18:18:00
c70c8c0b,485d4368,Sousse Corniche,2022-10-05 13:51:00,2022-10-05 14:39:00
98b80cb2,4471ab4d,Sfax_Center,2025-02-04 15:48:00,2025-02-04 17:06:00
d8827883,a1b1065f,tunis lake,2023-03-22 12:55:00,2023-03-22 13:59:00
e5907ffc,9a6c346b,Nabeul,2023-09-27 17:16:00,2023-09-27 19:16:00
958eb70c,021502e2,Bizerte Port,2024-07-20 08:31:00,2024-07-20 10:22:00
4a9cb266,592fff76,Sfax_Center,2023-07-09 20:59:00,2023-07-09 21:41:00
617c4f5c,3c06d21d,Sfax Center,2022-10-29 09:12:00,2022-10-29 10:09:00
7ba35cf4,2d6a3c1b,Tunis Lake,2023-02-06 20:48:00,2023-02-06 22:24:00
7472637d,6d600353,Tunis Lake,2023-07-30 16:58:00,2023-07-30 17:58:00
701aff29,3fb2bebc,Sousse,2024-05-23 09:34:00,2024-05-23 10:32:00
317a4539,d068098c,Sousse,2025-06-24 08:13:00,2025-06-24 09:29:00
1ed8b0d1,3cc18c79,Sfax_Center,2023-02-03 15:08:00,2023-02-03 16:33:00
d29cf39c,1d7b917b,Sfax Center,2022-11-30 06:11:00,2022-11-30 08:03:00
e5adf64e,b4b7bf5b,Tunis Lake,2023-04-29 19:43:00,2023-04-29 21:15:00
5c17b62b,8de85a28,Sfax Center,2024-10-19 13:20:00,2024-10-19 14:49:00
cc8fd1ec,a711829f,Bizerte Port,2023-10-16 14:18:00,2023-10-16 15:10:00
6d97d9b8,42d222b5,tunis lake,2023-04-23 16:29:00,2023-04-23 18:09:00
df6c9c49,535c473f,Nabeul,2025-04-17 16:16:00,2025-04-17 17:48:00
20222e75,500a98fd,Tunis Lake,2025-01-02 14:38:00,2025-01-02 16:05:00
6bf700ff,ec5d11c1,Sousse,2024-09-02 13:44:00,2024-09-02 14:40:00
ca3678b3,41cc86a4,tunis lake,2025-01-01 19:21:00,2025-01-01 20:45:00
ebe15f00,09323bb6,Nabeul Plage,2024-05-31 08:30:00,2024-05-31 09:15:00
bb4e332d,191a4062,Sousse,2023-12-28 17:04:00,2023-12-28 17:57:00
68608168,62a5f88a,Sfax Center,2024-07-03 06:36:00,2024-07-03 05:00:00
e035a444,5e6edc93,tunis lake,2023-03-14 15:58:00,2023-03-14 17:15:00
294b88c5,86412ddf,Tunis Lake,2024-09-14 19:33:00,2024-09-14 20:13:00
4b3558b4,0d79bc9d,Sousse,2023-11-21 07:33:00,2023-11-21 08:33:00
f7d9d890,3b391211,tunis lake,2024-01-03 12:23:00,2024-01-03 12:56:00
f27418d9,96f30dc6,Bizerte Port,2024-11-08 17:58:00,2024-11-08 19:09:30
13aa4762,af9c4c58,Sfax_Center,2023-01-05 17:34:00,2023-01-05 19:01:00
986edad0,f9eb58e0,Bizerte Port,2024-10-18 18:55:00,2024-10-18 20:36:00
a419a051,88f7c8f5,Nabeul,2023-01-23 08:40:00,2023-01-23 10:33:00
3a4c0447,7c68d905,Sousse,2023-03-21 12:12:00,2023-03-21 13:09:00
e79a3482,0243bc28,Sousse Corniche,2025-03-24 17:50:00,2025-03-24 19:36:00
f48dd6ed,bc27fb86,tunis lake,2023-04-02 13:05:00,2023-04-02 13:56:00
9752a0dc,7e23bb2f,Sousse,2024-05-09 16:29:00,2024-05-09 17:56:00
488f037b,ffe39cef,Sfax Center,2023-04-11 11:09:00,2023-04-11 12:23:00
522e2e3c,018b77cd,tunis lake,2023-11-08 08:49:00,2023-11-08 09:23:00
1e7abf51,fcc59557,Bizerte Port,2024-09-11 12:28:00,2024-09-11 13:45:00
77f4e3ec,105adfd0,Nabeul Plage,2023-01-15 18:40:00,2023-01-15 20:05:00
2c40ffcb,adf9ad52,Sfax Center,2024-07-27 21:36:00,2024-07-27 22:49:00
b2e22394,3707fb8f,tunis lake,2024-04-03 21:27:00,2024-04-03 22:30:00
36f8cf44,9e03eabe,Bizerte Port,2025-12-07 11:47:00,2025-12-07 12:24:00
a1ba6db5,cd63ce71,Sfax_Center,2025-06-22 16:12:00,2025-06-22 17:15:00
de1d5cea,191a4062,Nabeul,2024-07-10 21:09:00,2024-07-10 22:55:00
875c7d69,dd0f61d9,Tunis Lake,2023-07-14 14:31:00,2023-07-14 15:52:00
5f194831,6ba7206a,Sousse,2025-04-17 15:50:00,2025-04-17 16:40:00
3aead2c0,32fe6272,Nabeul,2023-03-11 12:26:00,2023-03-11 13:48:00
3d72e6d0,e0c6ad52,Sousse,2025-01-12 13:29:00,2025-01-12 15:22:00
4c1a2d0d,cd34df65,tunis lake,2023-07-20 06:49:00,2023-07-20 08:17:00
b006b01f,5b48b1ff,tunis lake,2023-02-02 07:50:00,2023-02-02 09:46:00
cfa965a4,62b8bf14,tunis lake,2023-02-06 19:19:00,2023-02-06 20:54:00
4ade8037,e24f64a8,Sfax_Center,2023-08-25 07:17:00,2023-08-25 07:53:00
1949f9d9,6279fdc8,Nabeul Plage,2023-09-10 08:37:00,2023-09-10 09:38:00
c9c03184,a80cafa6,Nabeul Plage,2023-07-20 17:08:00,2023-07-20 17:52:00
6218e494,0be6bb68,Tunis Lake,2025-03-25 16:23:00,2025-03-25 18:05:00
1f31f863,444501cd,Tunis Lake,2023-03-18 11:04:00,2023-03-18 12:56:00
94487c26,bf486123,Sousse,2023-05-06 07:08:00,2023-05-06 08:19:00
3b3383e1,682bd7dd,Nabeul Plage,2025-11-06 21:09:00,2025-11-06 20:06:00
104fe4a1,d8087fc6,Sousse,2023-11-16 20:11:00,2023-11-16 21:38:00
d03038d1,09323bb6,Nabeul Plage,2024-08-24 21:34:00,2024-08-24 22:35:00
4913d443,9ee7a985,tunis lake,2024-01-26 17:34:00,2024-01-26 19:02:00
4ad4a818,8ac2a270,tunis lake,2024-01-10 20:50:00,2024-01-10 22:02:00
2117516d,4fa63f6c,Sousse,2024-03-14 12:25:00,2024-03-14 13:57:00
a329ead8,f0dbcb64,Sousse Corniche,2023-11-03 13:18:00,2023-11-03 14:32:00
1fe31551,7478ca0a,Sfax_Center,2025-01-10 06:02:00,2025-01-10 07:58:00
1efc78b0,cb1cd12e,Sousse Corniche,2023-05-28 21:37:00,2023-05-28 23:33:00
5032f8e9,9f04a463,tunis lake,2024-02-11 10:30:00,2024-02-11 12:18:00
00a28b8a,62a5f88a,Sfax Center,2025-02-16 19:10:00,2025-02-16 20:24:00
255ea6ab,95fee4e4,Bizerte Port,2023-11-27 14:00:00,2023-11-27 15:11:30
cb1f856f,c92631ae,Tunis Lake,2023-05-08 10:28:00,2023-05-08 11:47:00
b11f3b38,e683c7c8,Sfax Center,2024-05-17 08:44:00,2024-05-17 09:31:00
f67e475e,2f933a01,Sousse,2025-02-24 16:58:00,2025-02-24 17:46:00
577f8afe,78bf6ab6,Tunis Lake,2023-03-23 21:28:00,2023-03-23 22:05:00
9860d083,7f7c36b2,Nabeul,2024-07-24 18:42:00,2024-07-24 20:28:00
d12b4954,8819dde9,Sfax_Center,2025-09-09 07:40:00,2025-09-09 09:19:00
48cdd67d,48c1a3ca,tunis lake,2022-07-30 12:05:00,2022-07-30 13:40:00
8b9a42e3,d82d2eff,Nabeul Plage,2024-01-05 07:52:00,2024-01-05 09:13:00
6fbe5c37,72f8e54b,Nabeul Plage,2023-02-20 18:59:00,2023-02-20 20:04:00
19756401,9a03a2db,Tunis Lake,2024-12-29 12:48:00,2024-12-29 13:36:00
8aa5dc15,dee6b9e5,Bizerte Port,2023-07-10 06:52:00,2023-07-10 07:39:00
76366c4f,00522097,Tunis Lake,2025-05-28 18:36:00,2025-05-28 19:24:00
5845c6ef,c0bb2790,Sousse,2024-03-07 21:18:00,2024-03-07 22:26:00
1be06816,ded1198f,Sousse Corniche,2024-04-23 08:15:00,2024-04-23 10:15:00
ceb83ff4,f3e9fe9a,Sfax Center,2023-01-28 21:07:00,2023-01-28 22:25:00
82ead7b8,bb3835b9,Sousse,2025-03-01 12:23:00,2025-03-01 13:06:00
66dd63af,500a98fd,Sousse,2024-05-10 16:24:00,2024-05-10 17:53:00
fb9467cb,166e03d3,Sfax Center,2024-04-07 15:55:00,2024-04-07 16:35:00
f37e9bab,704c9b43,Nabeul,2024-11-04 19:13:00,2024-11-04 20:29:00
60c4e295,1a254707,Nabeul Plage,2025-04-13 15:19:00,2025-04-13 17:04:00
c40437c9,de4b0859,Tunis Lake,2023-10-20 18:18:00,2023-10-20 20:02:00
9245d057,c16b70d3,Bizerte Port,2025-03-27 20:50:00,2025-03-27 22:29:00
